result_path,experiment_name,experiment_timestamp,model,dataset_type,dataset_name,method_type,method_name,seed,thinking,constrained,structured,soft_precision,soft_recall,soft_f1,hard_precision,hard_recall,hard_f1,total_entries,avg_completion_tokens,total_completion_tokens,soft_overlap,soft_predicted,soft_gold,hard_overlap,hard_predicted,hard_gold,error_empty_response,error_format_error,error_span_not_found,error_partial_span_not_found,error_invalid_label,error_partial_invalid_label,error_empty_prediction,error_success,error_format_max_tokens_exceeded,error_format_unescaped_quotes,error_empty_label,error_partial_empty_label,error_quotations_in_spans,error_partial_quotations_in_spans
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-zh-news_46_20260329_161514_results.json,hermes_8b_vanilla,2026-03-29 16:15:14,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-zh-news,json,json,46,False,False,False,0.1149,0.6439,0.195,0.0345,0.1932,0.0585,12,161.66666666666666,1940,170,1480,264,51,1480,264,0,0,1,0,0,0,0,11,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-zh-news_45_20260329_161503_results.json,hermes_8b_vanilla,2026-03-29 16:15:03,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-zh-news,json,json,45,False,False,False,0.1369,0.6553,0.2264,0.0134,0.0644,0.0223,12,159.83333333333334,1918,173,1264,264,17,1264,264,0,0,0,0,0,0,0,12,0,0,0,0,0,0
results/qwen3_8b_thinking_Qwen__Qwen3-8B_index_enriched_wmt-en-uk-news_42_20260329_161458_results.json,qwen3_8b_thinking,2026-03-29 16:14:58,Qwen/Qwen3-8B,wmt,wmt-en-uk-news,index,index_enriched,42,True,False,False,0.1153,0.2288,0.1533,0.0239,0.0475,0.0318,29,4298.6551724137935,124661,135,1171,590,28,1171,590,1,0,0,0,0,0,0,28,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-zh-news_44_20260329_161452_results.json,hermes_8b_vanilla,2026-03-29 16:14:52,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-zh-news,json,json,44,False,False,False,0.1209,0.5947,0.2009,0.0108,0.053,0.0179,12,162.58333333333334,1951,157,1299,264,14,1299,264,0,0,1,0,0,0,0,11,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-zh-news_43_20260329_161442_results.json,hermes_8b_vanilla,2026-03-29 16:14:42,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-zh-news,json,json,43,False,False,False,0.1335,0.6667,0.2225,0.0357,0.178,0.0594,12,172.16666666666666,2066,176,1318,264,47,1318,264,0,0,2,0,0,0,0,10,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-zh-news_42_20260329_161430_results.json,hermes_8b_vanilla,2026-03-29 16:14:30,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-zh-news,json,json,42,False,False,False,0.1123,0.5568,0.1869,0.0069,0.0341,0.0114,12,167.25,2007,147,1309,264,9,1309,264,0,0,1,1,0,0,0,10,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-uk-news_46_20260329_161404_results.json,hermes_8b_vanilla,2026-03-29 16:14:04,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-uk-news,json,json,46,False,False,False,0.0576,0.6593,0.1059,0.0123,0.1407,0.0226,29,186.9655172413793,5422,389,6759,590,83,6759,590,0,0,0,19,0,0,0,9,0,1,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_en_pud_43_20260329_161357_results.json,hermes_8b_vanilla,2026-03-29 16:13:57,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_en_pud,json,json,43,False,False,False,0.6023,0.9488,0.7368,0.5476,0.8626,0.6699,585,40.182905982905986,23507,9355,15532,9860,8505,15532,9860,0,0,0,9,0,10,2,564,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-uk-news_45_20260329_161340_results.json,hermes_8b_vanilla,2026-03-29 16:13:40,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-uk-news,json,json,45,False,False,False,0.0602,0.7593,0.1116,0.015,0.1898,0.0279,29,179.55172413793105,5207,448,7442,590,112,7442,590,0,0,0,16,0,0,0,12,0,1,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-uk-news_44_20260329_161316_results.json,hermes_8b_vanilla,2026-03-29 16:13:16,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-uk-news,json,json,44,False,False,False,0.0672,0.8085,0.1242,0.0175,0.2102,0.0323,29,185.24137931034483,5372,477,7094,590,124,7094,590,0,0,0,18,0,0,0,10,0,1,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-uk-news_43_20260329_161254_results.json,hermes_8b_vanilla,2026-03-29 16:12:54,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-uk-news,json,json,43,False,False,False,0.0614,0.7949,0.1139,0.0179,0.2322,0.0333,29,169.10344827586206,4904,469,7643,590,137,7643,590,0,0,1,14,0,0,0,14,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-uk-news_42_20260329_161231_results.json,hermes_8b_vanilla,2026-03-29 16:12:31,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-uk-news,json,json,42,False,False,False,0.0654,0.6492,0.1189,0.0179,0.178,0.0326,29,169.31034482758622,4910,383,5855,590,105,5855,590,0,0,2,16,0,0,0,10,0,1,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_en_pud_42_20260329_161222_results.json,hermes_8b_vanilla,2026-03-29 16:12:22,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_en_pud,json,json,42,False,False,False,0.5961,0.9509,0.7328,0.5442,0.8682,0.669,585,40.74188034188034,23834,9376,15729,9860,8560,15729,9860,0,0,0,14,0,9,1,561,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-ru-news_46_20260329_161149_results.json,hermes_8b_vanilla,2026-03-29 16:11:49,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-ru-news,json,json,46,False,False,False,0.0833,0.6579,0.1479,0.0199,0.1574,0.0354,63,160.1904761904762,10092,1279,15355,1944,306,15355,1944,0,0,0,9,0,0,0,50,0,4,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-ru-news_45_20260329_161110_results.json,hermes_8b_vanilla,2026-03-29 16:11:10,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-ru-news,json,json,45,False,False,False,0.0918,0.677,0.1617,0.0153,0.1127,0.0269,63,154.1904761904762,9714,1316,14338,1944,219,14338,1944,0,0,1,10,0,0,0,49,0,3,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_en_ewt_46_20260329_161049_results.json,hermes_8b_vanilla,2026-03-29 16:10:49,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_en_ewt,json,json,46,False,False,False,0.6371,0.9392,0.7592,0.6,0.8846,0.715,709,33.18335684062059,23527,9137,14342,9728,8605,14342,9728,0,7,3,16,0,6,0,676,0,0,0,0,0,1
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-ru-news_44_20260329_161027_results.json,hermes_8b_vanilla,2026-03-29 16:10:27,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-ru-news,json,json,44,False,False,False,0.0951,0.7027,0.1675,0.0203,0.1497,0.0357,63,157.88888888888889,9947,1366,14369,1944,291,14369,1944,0,0,0,14,0,0,0,46,0,3,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-ru-news_43_20260329_160945_results.json,hermes_8b_vanilla,2026-03-29 16:09:45,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-ru-news,json,json,43,False,False,False,0.0883,0.7063,0.157,0.0213,0.1703,0.0378,63,161.06349206349208,10147,1373,15552,1944,331,15552,1944,0,0,1,12,0,0,0,48,0,2,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_en_ewt_45_20260329_160910_results.json,hermes_8b_vanilla,2026-03-29 16:09:10,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_en_ewt,json,json,45,False,False,False,0.6388,0.9417,0.7613,0.6062,0.8936,0.7224,709,33.441466854724965,23710,9161,14340,9728,8693,14340,9728,0,0,4,15,0,5,0,685,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-ru-news_42_20260329_160904_results.json,hermes_8b_vanilla,2026-03-29 16:09:04,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-ru-news,json,json,42,False,False,False,0.0901,0.6672,0.1587,0.0231,0.1713,0.0408,63,159.0,10017,1297,14398,1944,333,14398,1944,0,0,1,10,0,0,0,48,0,4,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-ja-news_46_20260329_160850_results.json,hermes_8b_vanilla,2026-03-29 16:08:50,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-ja-news,json,json,46,False,False,False,0.0607,0.9444,0.1141,0.0286,0.4444,0.0537,12,219.83333333333334,2638,136,2240,144,64,2240,144,0,0,0,1,0,0,0,11,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-ja-news_45_20260329_160838_results.json,hermes_8b_vanilla,2026-03-29 16:08:38,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-ja-news,json,json,45,False,False,False,0.0631,0.9306,0.1182,0.0301,0.4444,0.0564,12,195.41666666666666,2345,134,2124,144,64,2124,144,0,0,0,1,0,0,0,11,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-ja-news_44_20260329_160826_results.json,hermes_8b_vanilla,2026-03-29 16:08:26,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-ja-news,json,json,44,False,False,False,0.0579,0.7361,0.1074,0.0022,0.0278,0.0041,12,196.75,2361,106,1830,144,4,1830,144,0,0,1,1,0,0,0,10,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-ja-news_43_20260329_160813_results.json,hermes_8b_vanilla,2026-03-29 16:08:13,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-ja-news,json,json,43,False,False,False,0.0538,0.7917,0.1007,0.0179,0.2639,0.0336,12,191.16666666666666,2294,114,2120,144,38,2120,144,0,0,0,0,0,0,0,12,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-ja-news_42_20260329_160800_results.json,hermes_8b_vanilla,2026-03-29 16:08:00,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-ja-news,json,json,42,False,False,False,0.0519,0.7569,0.0971,0.0171,0.25,0.0321,12,203.16666666666666,2438,109,2102,144,36,2102,144,0,0,0,1,0,0,0,11,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_en_ewt_44_20260329_160737_results.json,hermes_8b_vanilla,2026-03-29 16:07:37,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_en_ewt,json,json,44,False,False,False,0.6485,0.9392,0.7673,0.6092,0.8823,0.7207,709,32.96897038081806,23375,9137,14089,9728,8583,14089,9728,0,0,3,12,0,6,14,674,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-is-news_46_20260329_160645_results.json,hermes_8b_vanilla,2026-03-29 16:06:45,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-is-news,json,json,46,False,False,False,0.1904,0.6456,0.2941,0.0591,0.2005,0.0913,77,228.97402597402598,17631,3612,18971,5595,1122,18971,5595,0,0,0,25,0,0,0,44,0,8,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_en_ewt_43_20260329_160603_results.json,hermes_8b_vanilla,2026-03-29 16:06:03,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_en_ewt,json,json,43,False,False,False,0.6433,0.9298,0.7605,0.6068,0.8771,0.7173,709,32.56417489421721,23088,9045,14060,9728,8532,14060,9728,0,0,6,13,0,5,13,672,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-is-news_45_20260329_160530_results.json,hermes_8b_vanilla,2026-03-29 16:05:30,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-is-news,json,json,45,False,False,False,0.1833,0.6744,0.2882,0.0591,0.2173,0.0929,77,237.0909090909091,18256,3773,20587,5595,1216,20587,5595,0,0,1,24,0,0,0,46,0,6,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_en_ewt_42_20260329_160429_results.json,hermes_8b_vanilla,2026-03-29 16:04:29,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_en_ewt,json,json,42,False,False,False,0.6421,0.9279,0.759,0.6076,0.8781,0.7182,709,32.66431593794076,23159,9027,14058,9728,8542,14058,9728,0,0,1,16,0,7,12,673,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_de_pud_46_20260329_160251_results.json,hermes_8b_vanilla,2026-03-29 16:02:51,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_de_pud,json,json,46,False,False,False,0.5771,0.9131,0.7072,0.5377,0.8506,0.6589,585,41.748717948717946,24423,9295,16105,10180,8659,16105,10180,0,1,1,29,0,12,0,542,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-is-news_44_20260329_160233_results.json,hermes_8b_vanilla,2026-03-29 16:02:33,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-is-news,json,json,44,False,False,False,0.1835,0.6595,0.2872,0.0588,0.2113,0.092,77,334.12987012987014,25728,3690,20105,5595,1182,20105,5595,0,0,1,23,0,0,0,49,2,2,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-is-news_43_20260329_160120_results.json,hermes_8b_vanilla,2026-03-29 16:01:20,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-is-news,json,json,43,False,False,False,0.1852,0.6463,0.2879,0.0683,0.2382,0.1061,77,233.0,17941,3616,19525,5595,1333,19525,5595,0,0,2,27,0,0,0,43,0,5,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_de_pud_45_20260329_160113_results.json,hermes_8b_vanilla,2026-03-29 16:01:13,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_de_pud,json,json,45,False,False,False,0.5809,0.9211,0.7125,0.5403,0.8567,0.6627,585,42.44615384615385,24831,9377,16141,10180,8721,16141,10180,0,0,0,34,0,11,0,540,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-is-news_42_20260329_160002_results.json,hermes_8b_vanilla,2026-03-29 16:00:02,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-is-news,json,json,42,False,False,False,0.183,0.6291,0.2835,0.0546,0.1878,0.0847,77,239.4935064935065,18441,3520,19236,5595,1051,19236,5595,0,0,0,25,0,0,0,45,0,7,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-hi-news_46_20260329_155939_results.json,hermes_8b_vanilla,2026-03-29 15:59:39,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-hi-news,json,json,46,False,False,False,0.0426,0.3877,0.0768,0.0281,0.2555,0.0506,23,197.43478260869566,4541,176,4127,454,116,4127,454,0,0,0,4,0,0,0,15,0,3,0,0,0,1
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_de_pud_44_20260329_155935_results.json,hermes_8b_vanilla,2026-03-29 15:59:35,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_de_pud,json,json,44,False,False,False,0.5768,0.9199,0.709,0.5329,0.85,0.6551,585,42.52307692307692,24876,9365,16237,10180,8653,16237,10180,0,0,1,36,0,9,2,537,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-hi-news_45_20260329_155917_results.json,hermes_8b_vanilla,2026-03-29 15:59:17,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-hi-news,json,json,45,False,False,False,0.0441,0.4471,0.0802,0.0124,0.1256,0.0225,23,208.43478260869566,4794,203,4606,454,57,4606,454,0,0,0,5,0,0,0,16,0,2,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-hi-news_44_20260329_155852_results.json,hermes_8b_vanilla,2026-03-29 15:58:52,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-hi-news,json,json,44,False,False,False,0.049,0.5485,0.0899,0.0159,0.1784,0.0293,23,207.56521739130434,4774,249,5084,454,81,5084,454,0,0,0,4,0,0,0,17,0,1,0,0,0,1
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-hi-news_43_20260329_155832_results.json,hermes_8b_vanilla,2026-03-29 15:58:32,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-hi-news,json,json,43,False,False,False,0.0462,0.4493,0.0838,0.0229,0.2225,0.0415,23,178.43478260869566,4104,204,4416,454,101,4416,454,0,0,1,2,0,0,0,19,0,0,0,0,0,1
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-hi-news_42_20260329_155808_results.json,hermes_8b_vanilla,2026-03-29 15:58:08,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-hi-news,json,json,42,False,False,False,0.0379,0.4009,0.0692,0.0131,0.1388,0.0239,23,207.30434782608697,4768,182,4808,454,63,4808,454,0,0,0,4,0,0,0,17,0,1,0,0,0,1
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_de_pud_43_20260329_155756_results.json,hermes_8b_vanilla,2026-03-29 15:57:56,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_de_pud,json,json,43,False,False,False,0.5776,0.9189,0.7093,0.5361,0.8528,0.6584,585,42.085470085470085,24620,9354,16194,10180,8682,16194,10180,0,0,0,33,0,9,3,540,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-es-news_46_20260329_155750_results.json,hermes_8b_vanilla,2026-03-29 15:57:50,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-es-news,json,json,46,False,False,False,0.0766,0.5667,0.1349,0.0162,0.1195,0.0285,38,109.1842105263158,4149,493,6439,870,104,6439,870,0,0,0,3,0,0,0,35,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-es-news_45_20260329_155733_results.json,hermes_8b_vanilla,2026-03-29 15:57:33,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-es-news,json,json,45,False,False,False,0.0762,0.4632,0.1308,0.0246,0.1494,0.0422,38,96.71052631578948,3675,403,5291,870,130,5291,870,0,0,2,4,0,0,0,31,0,1,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-es-news_44_20260329_155716_results.json,hermes_8b_vanilla,2026-03-29 15:57:16,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-es-news,json,json,44,False,False,False,0.083,0.4966,0.1422,0.0136,0.0816,0.0234,38,94.15789473684211,3578,432,5207,870,71,5207,870,0,0,2,4,0,0,0,30,0,2,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-es-news_43_20260329_155658_results.json,hermes_8b_vanilla,2026-03-29 15:56:58,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-es-news,json,json,43,False,False,False,0.091,0.4414,0.1509,0.0199,0.0966,0.033,38,97.42105263157895,3702,384,4220,870,84,4220,870,0,0,6,4,0,0,0,28,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-es-news_42_20260329_155641_results.json,hermes_8b_vanilla,2026-03-29 15:56:41,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-es-news,json,json,42,False,False,False,0.0903,0.6218,0.1577,0.0229,0.1575,0.0399,38,97.78947368421052,3716,541,5989,870,137,5989,870,0,0,0,5,0,0,0,33,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_de_pud_42_20260329_155615_results.json,hermes_8b_vanilla,2026-03-29 15:56:15,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_de_pud,json,json,42,False,False,False,0.5626,0.919,0.6979,0.5219,0.8525,0.6474,585,42.88717948717949,25089,9355,16628,10180,8678,16628,10180,0,0,1,33,0,14,3,534,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-cs-news_46_20260329_155609_results.json,hermes_8b_vanilla,2026-03-29 15:56:09,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-cs-news,json,json,46,False,False,False,0.0576,0.5569,0.1044,0.0114,0.1101,0.0206,47,149.70212765957447,7036,592,10282,1063,117,10282,1063,0,0,2,15,0,0,0,28,0,2,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-cs-news_45_20260329_155538_results.json,hermes_8b_vanilla,2026-03-29 15:55:38,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-cs-news,json,json,45,False,False,False,0.0699,0.7225,0.1274,0.0176,0.1825,0.0322,47,145.74468085106383,6850,768,10993,1063,194,10993,1063,0,0,1,15,0,0,0,30,0,1,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_da_ddt_46_20260329_155535_results.json,hermes_8b_vanilla,2026-03-29 15:55:35,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_da_ddt,json,json,46,False,False,False,0.6538,0.9189,0.764,0.6022,0.8462,0.7036,250,40.98,10245,4416,6754,4806,4067,6754,4806,0,0,1,7,0,2,0,240,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_da_ddt_45_20260329_155454_results.json,hermes_8b_vanilla,2026-03-29 15:54:54,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_da_ddt,json,json,45,False,False,False,0.678,0.9311,0.7847,0.6259,0.8596,0.7244,250,40.46,10115,4475,6600,4806,4131,6600,4806,0,0,0,9,0,1,0,240,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_da_ddt_44_20260329_155414_results.json,hermes_8b_vanilla,2026-03-29 15:54:14,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_da_ddt,json,json,44,False,False,False,0.6799,0.9145,0.7799,0.6354,0.8546,0.7288,250,39.732,9933,4395,6464,4806,4107,6464,4806,0,0,1,7,0,2,5,235,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_da_ddt_43_20260329_155334_results.json,hermes_8b_vanilla,2026-03-29 15:53:34,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_da_ddt,json,json,43,False,False,False,0.6804,0.9193,0.782,0.6264,0.8462,0.7199,250,39.884,9971,4418,6493,4806,4067,6493,4806,0,0,0,6,0,0,8,236,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-cs-news_44_20260329_155330_results.json,hermes_8b_vanilla,2026-03-29 15:53:30,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-cs-news,json,json,44,False,False,False,0.0697,0.6453,0.1258,0.0153,0.1421,0.0277,47,232.82978723404256,10943,686,9844,1063,151,9844,1063,0,0,0,14,0,0,0,29,1,3,0,0,0,0
results/qwen3_8b_thinking_Qwen__Qwen3-8B_index_enriched_wmt-en-ru-news_46_20260329_155301_results.json,qwen3_8b_thinking,2026-03-29 15:53:01,Qwen/Qwen3-8B,wmt,wmt-en-ru-news,index,index_enriched,46,True,False,False,0.1474,0.1384,0.1427,0.0619,0.0581,0.06,63,4154.746031746032,261749,269,1825,1944,113,1825,1944,2,1,0,0,0,1,1,58,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_wmt-en-cs-news_43_20260329_155256_results.json,hermes_8b_vanilla,2026-03-29 15:52:56,NousResearch/Hermes-3-Llama-3.1-8B,wmt,wmt-en-cs-news,json,json,43,False,False,False,0.0623,0.5945,0.1127,0.0174,0.1665,0.0316,47,161.31914893617022,7582,632,10151,1063,177,10151,1063,0,0,2,17,0,0,0,26,0,1,0,0,0,1
results/qwen3_8b_thinking_Qwen__Qwen3-8B_index_uner_pt_pud_46_20260329_155256_results.json,qwen3_8b_thinking,2026-03-29 15:52:56,Qwen/Qwen3-8B,ner,uner_pt_pud,index,index,46,True,False,False,0.6946,0.7334,0.7135,0.6578,0.6945,0.6757,592,2904.4341216216217,1719425,7412,10671,10106,7019,10671,10106,2,0,0,0,0,0,0,587,3,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_da_ddt_42_20260329_155251_results.json,hermes_8b_vanilla,2026-03-29 15:52:51,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_da_ddt,json,json,42,False,False,False,0.6753,0.9245,0.7805,0.6224,0.8521,0.7194,250,40.676,10169,4443,6579,4806,4095,6579,4806,0,0,0,8,0,0,10,232,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_ceb_gja_46_20260329_155245_results.json,hermes_8b_vanilla,2026-03-29 15:52:45,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_ceb_gja,json,json,46,False,False,False,0.5219,0.9826,0.6817,0.5219,0.9826,0.6817,41,28.097560975609756,1152,226,433,230,226,433,230,0,0,0,0,0,0,0,41,0,0,0,0,0,0
results/hermes_8b_vanilla_NousResearch__Hermes-3-Llama-3_1-8B_json_uner_ceb_gja_45_20260329_155240_results.json,hermes_8b_vanilla,2026-03-29 15:52:40,NousResearch/Hermes-3-Llama-3.1-8B,ner,uner_ceb_gja,json,json,45,False,False,False,0.5355,0.9826,0.6933,0.5355,0.9826,0.6933,41,28.317073170731707,1161,226,422,230,226,422,230,0,0,0,0,0,0,0,41,0,0,0,0,0,0
